"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"26454559 5 T10_T9","26454559",5,710,895,"RESULTS: Problem and pathological gamblers with a current co-occurring mood disorder were more likely to be female, older, and to report higher lifetime and past-year gambling severity. ","positive_statistical_association","gambling",877,884,"mood disorder",781,793,"train-set","RESULTS:",29,"METHOD: Problem and pathological gamblers (N = 150) underwent a clinical interview to assess current co-occurring mood disorders; participants completed measures of problem gambling severity, personality, impulsiveness, and gambling motives.  RESULTS: Problem and pathological gamblers with a current co-occurring mood disorder were more likely to be female, older, and to report higher lifetime and past-year gambling severity.  A co-occurring mood disorder was associated with higher personality scores for alienation and stress reaction, lower scores for well-being, social closeness, and control, as well as higher impulsiveness scores for urgency and lack of premeditation, and lower sensation seeking scores. ","METHOD: Problem and pathological gamblers (N = 150) underwent a clinical interview to assess current co-occurring mood disorders; participants completed measures of problem gambling severity, personality, impulsiveness, and gambling motives.  RESULTS: Problem and pathological gamblers with a current co-occurring[OUTCOME]r were more likely to be female, older, and to report higher lifetime and past-year[FACTOR]g severity.  A co-occurring mood disorder was associated with higher personality scores for alienation and stress reaction, lower scores for well-being, social closeness, and control, as well as higher impulsiveness scores for urgency and lack of premeditation, and lower sensation seeking scores.",101
"26454559 6 T11_T34","26454559",6,896,1180,"A co-occurring mood disorder was associated with higher personality scores for alienation and stress reaction, lower scores for well-being, social closeness, and control, as well as higher impulsiveness scores for urgency and lack of premeditation, and lower sensation seeking scores. ","negative_statistical_association","social closeness",1036,1051,"mood disorder",911,923,"train-set","RESULTS:",42,"RESULTS: Problem and pathological gamblers with a current co-occurring mood disorder were more likely to be female, older, and to report higher lifetime and past-year gambling severity.  A co-occurring mood disorder was associated with higher personality scores for alienation and stress reaction, lower scores for well-being, social closeness, and control, as well as higher impulsiveness scores for urgency and lack of premeditation, and lower sensation seeking scores.  Participants with a co-occurring mood disorder also reported higher coping motives for gambling. ","RESULTS: Problem and pathological gamblers with a current co-occurring mood disorder were more likely to be female, older, and to report higher lifetime and past-year gambling severity.  A co-occurring[OUTCOME]r was associated with higher personality scores for alienation and stress reaction, lower scores for well-being,[FACTOR]s, and control, as well as higher impulsiveness scores for urgency and lack of premeditation, and lower sensation seeking scores.  Participants with a co-occurring mood disorder also reported higher coping motives for gambling.",85
"26454559 8 T14_T35","26454559",8,1278,1497,"Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder. ","negative_statistical_association","social closeness",1365,1380,"mood disorder",1483,1495,"train-set","RESULTS:",28,"Participants with a co-occurring mood disorder also reported higher coping motives for gambling.  Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder.  CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity. ","Participants with a co-occurring mood disorder also reported higher coping motives for gambling.  Multivariate logistic regression analyses demonstrated that personality factors (lower[FACTOR]s and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring[OUTCOME]r.  CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity.",61
"26454559 9 T15_T17","26454559",9,1498,1641,"CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity. ","positive_statistical_association","gambling",1623,1630,"Mood disorders",1511,1524,"train-set","CONCLUSIONS:",19,"Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder.  CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity.  These findings highlight that interpersonal facets of personality contribute substantially to co-occurring mood disorder status. ","Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder.  CONCLUSIONS:[OUTCOME]s frequently co-occur with problem and pathological gambling, and they are associated with greater[FACTOR]g severity.  These findings highlight that interpersonal facets of personality contribute substantially to co-occurring mood disorder status.",63
"26454559 9 T17_T33","26454559",9,1498,1641,"CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity. ","no_relation","gambling",1623,1630,"pathological gambling",1563,1583,"train-set","CONCLUSIONS:",19,"Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder.  CONCLUSIONS: Mood disorders frequently co-occur with problem and pathological gambling, and they are associated with greater gambling severity.  These findings highlight that interpersonal facets of personality contribute substantially to co-occurring mood disorder status. ","Multivariate logistic regression analyses demonstrated that personality factors (lower social closeness and higher alienation) contributed to the greatest likelihood of being diagnosed with a co-occurring mood disorder.  CONCLUSIONS: Mood disorders frequently co-occur with problem and[OUTCOME]g, and they are associated with greater[FACTOR]g severity.  These findings highlight that interpersonal facets of personality contribute substantially to co-occurring mood disorder status.",63
"26542069 3 T19_T4","26542069",3,229,337,"Studies have shown that beliefs about the causes of obesity are associated with diet and exercise behaviour. ","no_relation","exercise",318,325,"obesity",281,287,"test-set","OBJECTIVE:",17,"OBJECTIVE: Obesity is a heritable condition with well-established risk-reducing behaviours.  Studies have shown that beliefs about the causes of obesity are associated with diet and exercise behaviour.  Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control. ","OBJECTIVE: Obesity is a heritable condition with well-established risk-reducing behaviours.  Studies have shown that beliefs about the causes of[OUTCOME]y are associated with diet and[FACTOR]e behaviour.  Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control.",43
"26542069 5 T16_T7","26542069",5,448,715,"DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of obesity attributions (diet, physical activity, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington. ","causes","physical activity",594,610,"obesity",566,572,"train-set","DESIGN:",38,"Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control.  DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of obesity attributions (diet, physical activity, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington.  MAIN OUTCOME MEASURES: Self-reported daily fruit and vegetable intake and weekly leisure-time physical activity. ","Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control.  DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of[OUTCOME]y attributions (diet,[FACTOR]y, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington.  MAIN OUTCOME MEASURES: Self-reported daily fruit and vegetable intake and weekly leisure-time physical activity.",68
"26542069 5 T7_T8","26542069",5,448,715,"DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of obesity attributions (diet, physical activity, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington. ","causes","diet",588,591,"obesity",566,572,"train-set","DESIGN:",38,"Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control.  DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of obesity attributions (diet, physical activity, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington.  MAIN OUTCOME MEASURES: Self-reported daily fruit and vegetable intake and weekly leisure-time physical activity. ","Identifying mechanisms linking causal beliefs and behaviours is important for obesity prevention and control.  DESIGN: Cross-sectional multi-level regression analyses of self-efficacy for weight control as a possible mediator of[OUTCOME]y attributions [FACTOR]t, physical activity, genetic) and preventive behaviours in 487 non-Hispanic White women from South King County, Washington.  MAIN OUTCOME MEASURES: Self-reported daily fruit and vegetable intake and weekly leisure-time physical activity.",68
"26620745 11 T13_T18","26620745",11,1015,1118,"Low socioeconomic status and overcrowding were associated with increased risk for infective dermatoses. ","negative_statistical_association","socioeconomic status",1019,1038,"dermatoses",1107,1116,"dev-set","RESULT:",13,"Transmissible skin disease was seen in 49.6%.  Low socioeconomic status and overcrowding were associated with increased risk for infective dermatoses.  CONCLUSION: Skin disease in children constitutes a public health problem. ","Transmissible skin disease was seen in 49.6%.  Low[FACTOR]s and overcrowding were associated with increased risk for infective[OUTCOME]s.  CONCLUSION: Skin disease in children constitutes a public health problem.",30
"26620745 13 T15_T17","26620745",13,1193,1310,"Improving the socioeconomic status and personal hygiene can help to reduce the incidence of skin disease in children. ","negative_statistical_association","socioeconomic status",1207,1226,"skin disease",1285,1296,"dev-set","CONCLUSION:",18,"CONCLUSION: Skin disease in children constitutes a public health problem.  Improving the socioeconomic status and personal hygiene can help to reduce the incidence of skin disease in children.  ","CONCLUSION: Skin disease in children constitutes a public health problem.  Improving the[FACTOR]s and personal hygiene can help to reduce the incidence of[OUTCOME]e in children.",28
"26620745 13 T16_T17","26620745",13,1193,1310,"Improving the socioeconomic status and personal hygiene can help to reduce the incidence of skin disease in children. ","negative_statistical_association","personal hygiene",1232,1247,"skin disease",1285,1296,"dev-set","CONCLUSION:",18,"CONCLUSION: Skin disease in children constitutes a public health problem.  Improving the socioeconomic status and personal hygiene can help to reduce the incidence of skin disease in children.  ","CONCLUSION: Skin disease in children constitutes a public health problem.  Improving the socioeconomic status and[FACTOR]e can help to reduce the incidence of[OUTCOME]e in children.",28
"26620745 4 T3_T5","26620745",4,256,354,"Low socioeconomic status, overcrowding and poor personal hygiene has been linked to skin diseases. ","negative_statistical_association","socioeconomic status",260,279,"skin diseases",340,352,"dev-set","BACKGROUND:",14,"Infective dermatoses are one of the major dermatoses in children.  Low socioeconomic status, overcrowding and poor personal hygiene has been linked to skin diseases.  OBJECTIVE: To find out the prevalence of infectious skin disease in children, rate of transmissible skin disease and association of sociodemographic factors and personal hygiene on infective childhood dermatoses. ","Infective dermatoses are one of the major dermatoses in children.  Low[FACTOR]s, overcrowding and poor personal hygiene has been linked to[OUTCOME]s.  OBJECTIVE: To find out the prevalence of infectious skin disease in children, rate of transmissible skin disease and association of sociodemographic factors and personal hygiene on infective childhood dermatoses.",53
