"pair_key","doc_id","sentence_id","start","end","text","relation_type","LSF_entity","LSF_entity_start","LSF_entity_end","disease_entity","disease_entity_start","disease_entity_end","Data_Set","section","word_count","context_text","masked_context_text","context_word_count"
"20074393 8 T21_T9","20074393",8,854,1078,"RESULTS: Breast-feeding (> or =3 months) and leisure-time physical activity proved to be protector factors against obesity (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively). ","prevents","Breast-feeding",863,876,"obesity",969,975,"test-set","RESULTS:",36,"RESULTS: Breast-feeding (> or =3 months) and leisure-time physical activity proved to be protector factors against obesity (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively). ","RESULTS: [FACTOR] (> or =3 months) and leisure-time physical activity proved to be protector factors against [OUTCOME] (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively).",36
"20074393 8 T8_T9","20074393",8,854,1078,"RESULTS: Breast-feeding (> or =3 months) and leisure-time physical activity proved to be protector factors against obesity (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively). ","prevents","leisure-time physical activity",899,928,"obesity",969,975,"test-set","RESULTS:",36,"RESULTS: Breast-feeding (> or =3 months) and leisure-time physical activity proved to be protector factors against obesity (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively). ","RESULTS: Breast-feeding (> or =3 months) and [FACTOR] proved to be protector factors against [OUTCOME] (OR = 0.21, 95 % CI 0.11, 0.79, P < 0.001 and OR = 0.87, 95 % CI 0.85, 0.89, P < 0.001 respectively).",36
"20074393 9 T10_T12","20074393",9,1079,1380,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","no_relation","watching television",1252,1270,"obesity",1116,1122,"train-set","RESULTS:",50,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","On the other hand, family history of [OUTCOME] (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and [FACTOR] (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk.",50
"20074393 9 T11_T13","20074393",9,1079,1380,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","positive_statistical_association","sugar-sweetened beverage",1168,1191,"obesity",1367,1373,"test-set","RESULTS:",50,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), [FACTOR] consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher [OUTCOME] risk.",50
"20074393 9 T12_T13","20074393",9,1079,1380,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","positive_statistical_association","watching television",1252,1270,"obesity",1367,1373,"test-set","RESULTS:",50,"On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and watching television (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher obesity risk. ","On the other hand, family history of obesity (OR = 3.79, 95 % CI 2.61, 4.18, P < 0.001), sugar-sweetened beverage consumption (OR = 1.77, 95 % CI 1.03, 2.76, P < 0.001) and [FACTOR] (OR = 1.99, 95 % CI 1.54, 2.76, P = 0.04) were found to be positively associated with a higher [OUTCOME] risk.",50
"20085479 2 T2_T26","20085479",2,117,309,"The International Agency for Research on Cancer (IARC) classified occupational painting as a human carcinogen based on lung and bladder cancers; however, no specific exposures were implicated. ","causes","painting",196,203,"lung",236,239,"train-set","",27,"The International Agency for Research on Cancer (IARC) classified occupational painting as a human carcinogen based on lung and bladder cancers; however, no specific exposures were implicated. ","The International Agency for Research on Cancer (IARC) classified occupational [FACTOR] as a human carcinogen based on [OUTCOME] and bladder cancers; however, no specific exposures were implicated.",27
"20085479 2 T2_T3","20085479",2,117,309,"The International Agency for Research on Cancer (IARC) classified occupational painting as a human carcinogen based on lung and bladder cancers; however, no specific exposures were implicated. ","causes","painting",196,203,"bladder cancers",245,259,"train-set","",27,"The International Agency for Research on Cancer (IARC) classified occupational painting as a human carcinogen based on lung and bladder cancers; however, no specific exposures were implicated. ","The International Agency for Research on Cancer (IARC) classified occupational [FACTOR] as a human carcinogen based on lung and [OUTCOME]; however, no specific exposures were implicated.",27
"20085479 6 T20_T7","20085479",6,741,859,"Where applicable, a Bayesian approach was used to externally adjust for smoking, a major risk factor for both cancers. ","positive_statistical_association","smoking",813,819,"cancers",851,857,"train-set","",19,"Where applicable, a Bayesian approach was used to externally adjust for smoking, a major risk factor for both cancers. ","Where applicable, a Bayesian approach was used to externally adjust for [FACTOR], a major risk factor for both [OUTCOME].",19
"20120653 11 T13_T19","20120653",11,1331,1671,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","positive_statistical_association","physical inactivity",1393,1411,"diabetes",1617,1624,"train-set","RESULTS:",43,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","Urban location, age, abdominal obesity arterial hypertension, [FACTOR], inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with [OUTCOME] in general and type 2 diabetes in particular.",43
"20120653 11 T13_T20","20120653",11,1331,1671,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","positive_statistical_association","physical inactivity",1393,1411,"type 2 diabetes",1641,1655,"train-set","RESULTS:",43,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","Urban location, age, abdominal obesity arterial hypertension, [FACTOR], inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and [OUTCOME] in particular.",43
"20120653 11 T14_T19","20120653",11,1331,1671,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","positive_statistical_association","inappropriate diet",1414,1431,"diabetes",1617,1624,"train-set","RESULTS:",43,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","Urban location, age, abdominal obesity arterial hypertension, physical inactivity, [FACTOR] (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with [OUTCOME] in general and type 2 diabetes in particular.",43
"20120653 11 T14_T20","20120653",11,1331,1671,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","positive_statistical_association","inappropriate diet",1414,1431,"type 2 diabetes",1641,1655,"train-set","RESULTS:",43,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","Urban location, age, abdominal obesity arterial hypertension, physical inactivity, [FACTOR] (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and [OUTCOME] in particular.",43
"20120653 11 T15_T19","20120653",11,1331,1671,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","negative_statistical_association","fruits",1442,1447,"diabetes",1617,1624,"train-set","RESULTS:",43,"Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of fruits-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with diabetes in general and type 2 diabetes in particular. ","Urban location, age, abdominal obesity arterial hypertension, physical inactivity, inappropriate diet (lack of [FACTOR]-vegetables, refined sugar, animal fat and protein, starvation, social inequalities, cigarette smoking, alcohol intake were significantly and positively associated with [OUTCOME] in general and type 2 diabetes in particular.",43
